title,docid,updated,publisheddate,relevancescore,resultnumber,jurisdiction,date,source,author,contenttype,status,contentcomponentid,vendorreportid,length,byline,wordcount,language,actualresultscount
Potential FedEx (FDX ) Trade Has 7.05% Downside Protection,urn:contentItem:5HT0-9171-JDN4-T1RN-00000-00,2016-01-06,"January 6, 2016 Wednesday",146,1,U.S. Federal,2016-01-06,Fresh Brewed Media,,News,Available,345147,FRBREW2016,265 words,,265,English,48
FedEx (FDX ) Trading Near $138.50 Support Level,urn:contentItem:5HT6-86X1-JDN4-T3T3-00000-00,2016-01-07,"January 7, 2016 Thursday",146,2,U.S. Federal,2016-01-07,Fresh Brewed Media,,News,Available,345147,FRBREW2016,240 words,,240,English,48
FedEx (FDX ) Showing Bearish Technicals With Resistance At $148.61,urn:contentItem:5HSS-9W41-F146-H2DB-00000-00,2016-01-05,"January 5, 2016 Tuesday",145,3,U.S. Federal,2016-01-05,Fresh Brewed Media,,News,Available,345147,FRBREW2016,266 words,,266,English,48
Morningstar Issues 'BBB+' Credit Rating to FedEx Co. (FDX),urn:contentItem:5HRS-YVD1-F03R-N49F-00000-00,2016-01-01,"January 1, 2016 Friday",145,4,U.S. Federal,2016-01-01,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,1051 words,Nicole Kennedy,1051,English,48
FedEx Co. ( FDX ) Position Maintained by Park National,urn:contentItem:5HSV-Y091-F03R-N026-00000-00,2016-01-06,"January 6, 2016 Wednesday",145,5,U.S. Federal,2016-01-06,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,1017 words,Nicole Kennedy,1017,English,48
Analysts Set FedEx Co. ( NYSE :FDX) Price Target at $180.71,urn:contentItem:5HS0-Y521-JCMN-Y2PK-00000-00,2016-01-02,"January 2, 2016 Saturday",144,6,U.S. Federal,2016-01-02,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1084 words,Hanz Christensen,1084,English,48
The Buyside E-Commerce Delivers Logistics Deals,urn:contentItem:5HSD-04C1-JCRW-516X-00000-00,2016-01-01,"January 1, 2016",126,7,U.S. Federal; Connecticut,2016-01-01,Mergers and Acquisitions Online,Demitri Diakantonis,News,Available,8287,MA2016,391 words,Demitri Diakantonis,391,English,48
"E-Commerce Delivers Logistics Deals To keep demanding customers happy, XPO Logistics and others are making acquisitions to build services",urn:contentItem:5HSK-BG41-F06X-W42V-00000-00,2016-01-05,"January 5, 2016",126,8,U.S. Federal; Connecticut,2016-01-05,Mergers and Acquisitions Online,Demitri Diakantonis,News,Available,8287,MA2016,391 words,Demitri Diakantonis,391,English,48
FedEx Freight Tries to Simplify Shipping Through Zip Code Based Rates,urn:contentItem:5HS6-X581-F03R-N1V6-00000-00,2016-01-03,"January 3, 2016 Sunday",124,9,U.S. Federal; Tennessee,2016-01-03,Small Business Trends,JoAnn McFarland,News,Available,484277,SBT-0001,510 words,JoAnn McFarland,510,English,48
"Monmouth R.E. Inv. Corp. (MNR) CEO Buys $11,297.00 in Stock",urn:contentItem:5HT2-YCB1-JCMN-Y1GM-00000-00,2016-01-07,"January 7, 2016 Thursday",123,10,U.S. Federal; Alabama; Arizona; Colorado; Connecticut; Florida; Illinois; International; Iowa; Kansas; Maryland; Michigan; Minnesota; Mississippi; Missouri; Nebraska; New Jersey; New York; North Carolina; Ohio; Oklahoma; Pennsylvania; South Carolina; Tennessee; Texas; Virginia; Wisconsin,2016-01-07,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,691 words,Hanz Christensen,691,English,48
Potential FedEx (FDX ) Trade Has 7.94% Downside Protection,urn:contentItem:5HV2-4YN1-JDN4-T07V-00000-00,2016-01-11,"January 11, 2016 Monday",146,1,U.S. Federal,2016-01-11,Fresh Brewed Media,,News,Available,345147,FRBREW2016,305 words,,305,English,114
FedEx Co. ( FDX ) Earns 'BBB+' Credit Rating,urn:contentItem:5HTG-T7J1-F03R-N02C-00000-00,2016-01-09,"January 9, 2016 Saturday",145,2,U.S. Federal,2016-01-09,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,1046 words,Nicole Kennedy,1046,English,114
FedEx (FDX ) Trading Near $136.90 Resistance Level,urn:contentItem:5HVG-39S1-F146-H4XF-00000-00,2016-01-13,"January 13, 2016 Wednesday",145,3,U.S. Federal,2016-01-13,Fresh Brewed Media,,News,Available,345147,FRBREW2016,258 words,,258,English,114
FedEx (FDX ) Showing Bearish Technicals With Resistance At $140.34,urn:contentItem:5HTD-7DP1-F146-H535-00000-00,2016-01-08,"January 8, 2016 Friday",145,4,U.S. Federal,2016-01-08,Fresh Brewed Media,,News,Available,345147,FRBREW2016,258 words,,258,English,114
Deutsche Bank Cuts FedEx Co. ( FDX ) Price Target to $180.00,urn:contentItem:5HVR-J3R1-F03R-N3RY-00000-00,2016-01-14,"January 14, 2016 Thursday",144,5,U.S. Federal,2016-01-14,Watchlist News,Kyle Jackson,News,Available,484299,AMCN-135127,1113 words,Kyle Jackson,1113,English,114
Potential FedEx (FDX ) Trade Has 8.17% Downside Protection,urn:contentItem:5HVP-2GY1-F146-H54M-00000-00,2016-01-14,"January 14, 2016 Thursday",144,6,U.S. Federal,2016-01-14,Fresh Brewed Media,,News,Available,345147,FRBREW2016,261 words,,261,English,114
Will FedEx (FDX ) Stock Be Helped After European Regulators Approve TNT Express Deal?,urn:contentItem:5HTD-7DW1-JCHV-V0F2-00000-00,2016-01-08,"January 8, 2016 Friday",141,7,U.S. Federal; International; New York,2016-01-08,TheStreet.com,Amanda Albright,News,Available,220623,TSC2016,602 words,Amanda Albright,602,English,114
FDX: Hot Stocks,urn:contentItem:5HTD-7DV1-DYWB-B405-00000-00,2016-01-08,"January 8, 2016 Friday",139,8,U.S. Federal,2016-01-08,Theflyonthewall.com,,News,Available,295234,FLYCOM2016,265 words,,265,English,114
The Dow Jones Transportation Index Exhibits a Very Ugly Intermediate-Term Set-Up,urn:contentItem:5HTC-DJF1-JDN3-14YB-00000-00,2016-01-08,"January 8, 2016 Friday",128,9,U.S. Federal,2016-01-08,Advice Trade,By Mike Paulenoff ( www.MPTrader ),News,Available,341892,ADVTRD2016,257 words,By Mike Paulenoff ( www.MPTrader ),257,English,114
The Dow Jones Transportation Index Exhibits a Very Ugly Intermediate-Term Set-Up,urn:contentItem:5HTC-DJF1-JDN3-14Y9-00000-00,2016-01-08,"January 8, 2016 Friday",127,10,U.S. Federal,2016-01-08,Advice Trade,By Mike Paulenoff ( www.MPTrader ),News,Available,341892,ADVTRD2016,257 words,By Mike Paulenoff ( www.MPTrader ),257,English,114
FedEx (FDX ) Trading Near $128.55 Resistance Level,urn:contentItem:5HX5-VSP1-F146-H332-00000-00,2016-01-21,"January 21, 2016 Thursday",147,1,U.S. Federal,2016-01-21,Fresh Brewed Media,,News,Available,345147,FRBREW2016,246 words,,246,English,32
FedEx (FDX ) Showing Resistance Near $131.88,urn:contentItem:5HWY-WKG1-JDN4-T0PV-00000-00,2016-01-20,"January 20, 2016 Wednesday",147,2,U.S. Federal,2016-01-20,Fresh Brewed Media,,News,Available,345147,FRBREW2016,265 words,,265,English,32
Potential FedEx (FDX ) Trade Has 8.62% Downside Protection,urn:contentItem:5HVX-1P31-JDN4-T10K-00000-00,2016-01-15,"January 15, 2016 Friday",146,3,U.S. Federal,2016-01-15,Fresh Brewed Media,,News,Available,345147,FRBREW2016,265 words,,265,English,32
FedEx Co. ( FDX ) Earns 'BBB+' Credit Rating,urn:contentItem:5HVY-77J1-JCMN-Y2KR-00000-00,2016-01-16,"January 16, 2016 Saturday",145,4,U.S. Federal,2016-01-16,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,1027 words,Micah Haroldson,1027,English,32
FedEx (FDX ) Trading Near $122.81 Support Level,urn:contentItem:5HWR-XDR1-F146-H3VV-00000-00,2016-01-19,"January 19, 2016 Tuesday",144,5,U.S. Federal,2016-01-19,Fresh Brewed Media,,News,Available,345147,FRBREW2016,233 words,,233,English,32
Community Trust Investment Company Increases Position in FedEx Co. ( FDX ),urn:contentItem:5HW3-WG41-JCMN-Y4BV-00000-00,2016-01-17,"January 17, 2016 Sunday",144,6,U.S. Federal,2016-01-17,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,1170 words,Lindsey Winhoffer,1170,English,32
"Check Capital Management Purchases Shares of 236,176 FedEx Co. (FDX)",urn:contentItem:5HX1-59N1-F03R-N4BR-00000-00,2016-01-21,"January 21, 2016 Thursday",144,7,U.S. Federal,2016-01-21,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,1190 words,Micah Haroldson,1190,English,32
FedEx Co. ( FDX ) is Capital Impact Advisors' 4th Largest Position,urn:contentItem:5HWT-5ND1-F03R-N3CK-00000-00,2016-01-20,"January 20, 2016 Wednesday",144,8,U.S. Federal,2016-01-20,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,1174 words,Lindsey Winhoffer,1174,English,32
FedEx (FDX ) Rating Grounded by TheStreet,urn:contentItem:5HX5-VTH1-JCHV-V1WT-00000-00,2016-01-21,"January 21, 2016 Thursday",144,9,U.S. Federal; Maryland; New York,2016-01-21,TheStreet.com,Tony Owusu,News,Available,220623,TSC2016,308 words,Tony Owusu,308,English,32
"Reynolds Capital Management Has $551,000 Stake in FedEx Co. ( FDX )",urn:contentItem:5HWY-WC51-F03R-N1F4-00000-00,2016-01-21,"January 21, 2016 Thursday",144,10,U.S. Federal,2016-01-21,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,1186 words,Micah Haroldson,1186,English,32
FedEx (FDX ) Trading Near $133.21 Resistance Level,urn:contentItem:5HYN-N2F1-F146-H4W7-00000-00,2016-01-28,"January 28, 2016 Thursday",146,1,U.S. Federal,2016-01-28,Fresh Brewed Media,,News,Available,345147,FRBREW2016,250 words,,250,English,81
FedEx (FDX ) Showing Bearish Technicals With Support At $124.99,urn:contentItem:5HYF-NX01-JDN4-T3R7-00000-00,2016-01-27,"January 27, 2016 Wednesday",146,2,U.S. Federal,2016-01-27,Fresh Brewed Media,,News,Available,345147,FRBREW2016,265 words,,265,English,81
FedEx Co. ( FDX ) Earns 'BBB+' Credit Rating,urn:contentItem:5HYB-BB81-F03R-N13K-00000-00,2016-01-27,"January 27, 2016 Wednesday",146,3,U.S. Federal,2016-01-27,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,1021 words,Lindsey Winhoffer,1021,English,81
Potential FedEx (FDX ) Trade Has 9.27% Downside Protection,urn:contentItem:5HXC-TYS1-JDN4-T33D-00000-00,2016-01-22,"January 22, 2016 Friday",145,4,U.S. Federal,2016-01-22,Fresh Brewed Media,,News,Available,345147,FRBREW2016,267 words,,267,English,81
FedEx Co. ( FDX ) Lifted to 'Buy' at Standpoint Research,urn:contentItem:5HY1-P0Y1-F03R-N0BT-00000-00,2016-01-26,"January 26, 2016 Tuesday",144,5,U.S. Federal,2016-01-26,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1142 words,Mark Dietrich,1142,English,81
Potential FedEx (FDX ) Trade Has 7.66% Downside Protection,urn:contentItem:5HY7-PPJ1-F146-H2N8-00000-00,2016-01-26,"January 26, 2016 Tuesday",144,6,U.S. Federal,2016-01-26,Fresh Brewed Media,,News,Available,345147,FRBREW2016,229 words,,229,English,81
We'll Let These 2 Transports Pass Us By,urn:contentItem:5HY3-WGG1-F00X-J50B-00000-00,2016-01-25,"January 25, 2016 Monday",135,7,U.S. Federal; International,2016-01-25,Jim Cramer's Action Alerts PLUS,Jim Cramer,News,Available,420086,TSCJIM2016,906 words,Jim Cramer,906,English,81
FedEx Announces 25 Million Share Repurchase Program,urn:contentItem:5HY7-RFW1-DXY3-0214-00000-00,2016-01-26,"January 26, 2016 Tuesday",129,8,U.S. Federal; Tennessee,2016-01-26,Business Wire,,News,Available,7924,BWIRE2016,573 words,,573,English,81
Shippers Shrug Off Amazon 's Logistics Plans,urn:contentItem:5HYF-NY91-DXWP-T311-00000-00,2016-01-27,"January 27, 2016 Wednesday",126,9,U.S. Federal,2016-01-27,Benzinga.com,Laura Brodbeck,News,Available,401674,BENZGA2016,402 words,Laura Brodbeck,402,English,81
Gene Munster Believes Amazon Is Primed For Even More Growth,urn:contentItem:5HYF-NY91-DXWP-T328-00000-00,2016-01-27,"January 27, 2016 Wednesday",125,10,U.S. Federal,2016-01-27,Benzinga.com,Spencer Israel,News,Available,401674,BENZGA2016,418 words,Spencer Israel,418,English,81
Potential FedEx (FDX ) Trade Has 5.50% Downside Protection,urn:contentItem:5J15-FBS1-JDN4-T396-00000-00,2016-02-04,"February 4, 2016 Thursday",146,1,U.S. Federal,2016-02-04,Fresh Brewed Media,,News,Available,345147,FRBREW2016,231 words,,231,English,59
Potential FedEx (FDX ) Trade Has 9.12% Downside Protection,urn:contentItem:5HYW-M7F1-JDN4-T1F3-00000-00,2016-01-29,"January 29, 2016 Friday",146,2,U.S. Federal,2016-01-29,Fresh Brewed Media,,News,Available,345147,FRBREW2016,213 words,,213,English,59
Potential FedEx (FDX ) Trade Has 5.11% Downside Protection,urn:contentItem:5J0Y-G5G1-F146-H0JN-00000-00,2016-02-03,"February 3, 2016 Wednesday",145,3,U.S. Federal,2016-02-03,Fresh Brewed Media,,News,Available,345147,FRBREW2016,258 words,,258,English,59
FedEx (FDX ) Showing Resistance Near $134.46,urn:contentItem:5J0R-H0M1-F146-H2GK-00000-00,2016-02-02,"February 2, 2016 Tuesday",145,4,U.S. Federal,2016-02-02,Fresh Brewed Media,,News,Available,345147,FRBREW2016,234 words,,234,English,59
Consolidated Investment Group LLC Holds Stake in FedEx Co. ( FDX ),urn:contentItem:5J12-5DJ1-JCMN-Y4P9-00000-00,2016-02-04,"February 4, 2016 Thursday",145,5,U.S. Federal,2016-02-04,DailyPolitical,Tyrone Williams,News,Available,484233,AMCN-116307,911 words,Tyrone Williams,911,English,59
FedEx (FDX ) - Research Analysts' Weekly Ratings Updates,urn:contentItem:5J10-R7N1-F03R-N2GF-00000-00,2016-02-04,"February 4, 2016 Thursday",144,6,U.S. Federal,2016-02-04,Ticker Report,Max Byerly,News,Available,484293,AMCN-126392,994 words,Max Byerly,994,English,59
Cullen Frost Bankers Inc. Raises Position in FedEx Co. ( FDX ),urn:contentItem:5J12-5DJ1-JCMN-Y4GT-00000-00,2016-02-04,"February 4, 2016 Thursday",144,7,U.S. Federal,2016-02-04,DailyPolitical,Tyrone Williams,News,Available,484233,AMCN-116307,945 words,Tyrone Williams,945,English,59
FedEx Co. ( FDX ) Shares Sold by Beck Mack Oliver LLC,urn:contentItem:5J10-R7N1-F03R-N1RD-00000-00,2016-02-04,"February 4, 2016 Thursday",144,8,U.S. Federal,2016-02-04,DailyPolitical,Stacy Sanders,News,Available,484233,AMCN-116307,849 words,Stacy Sanders,849,English,59
"Compass Capital Management Inc. Acquires 2,748 Shares of FedEx Co. ( FDX )",urn:contentItem:5J0Y-FNJ1-F03R-N018-00000-00,2016-02-04,"February 4, 2016 Thursday",143,9,U.S. Federal,2016-02-04,DailyPolitical,Latisha Jones,News,Available,484233,AMCN-116307,975 words,Latisha Jones,975,English,59
B.S. Pension Fund Trustee Ltd acting for the British Steel Pension Fund Buys New Stake in FedEx Co. ( FDX ),urn:contentItem:5J10-R7N1-F03R-N1TH-00000-00,2016-02-04,"February 4, 2016 Thursday",142,10,U.S. Federal; Alabama; California; Ohio,2016-02-04,DailyPolitical,Trevor Kearing,News,Available,484233,AMCN-116307,898 words,Trevor Kearing,898,English,59
FedEx (FDX ) Trading Near $126.85 Support Level,urn:contentItem:5J27-98W1-F146-H2BB-00000-00,2016-02-09,"February 9, 2016 Tuesday",146,1,U.S. Federal,2016-02-09,Fresh Brewed Media,,News,Available,345147,FRBREW2016,243 words,,243,English,27
FedEx Co. ( FDX ) PT Raised to $184.00,urn:contentItem:5J15-DBC1-F03R-N267-00000-00,2016-02-05,"February 5, 2016 Friday",145,2,U.S. Federal,2016-02-05,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,923 words,Micah Haroldson,923,English,27
FedEx Co. ( FDX ) Position Lowered by BBT Securities,urn:contentItem:5J1N-WWJ1-F03R-N45S-00000-00,2016-02-07,"February 7, 2016 Sunday",145,3,U.S. Federal,2016-02-07,DailyPolitical,Patrick Bannon,News,Available,484233,AMCN-116307,843 words,Patrick Bannon,843,English,27
FedEx Co. ( FDX ) Position Lowered by BBT Securities,urn:contentItem:5J1F-XJ41-F03R-N0SH-00000-00,2016-02-06,"February 6, 2016 Saturday",145,4,U.S. Federal,2016-02-06,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,846 words,Micah Haroldson,846,English,27
FedEx Co. ( FDX ) Position Lowered by BBT Securities,urn:contentItem:5J1F-XJ41-F03R-N02W-00000-00,2016-02-06,"February 6, 2016 Saturday",145,5,U.S. Federal,2016-02-06,DailyPolitical,Patrick Bannon,News,Available,484233,AMCN-116307,843 words,Patrick Bannon,843,English,27
FedEx (FDX ) Trading Near $133.33 Resistance Level,urn:contentItem:5J2N-7MT1-JDN4-T2MP-00000-00,2016-02-11,"February 11, 2016 Thursday",145,6,U.S. Federal,2016-02-11,Fresh Brewed Media,,News,Available,345147,FRBREW2016,233 words,,233,English,27
FedEx (FDX ) Showing Resistance Near $135.60,urn:contentItem:5J21-B3N1-F146-H3VD-00000-00,2016-02-08,"February 8, 2016 Monday",145,7,U.S. Federal,2016-02-08,Fresh Brewed Media,,News,Available,345147,FRBREW2016,234 words,,234,English,27
Ballentine Partners LLC Sells 31 Shares of FedEx Co. ( FDX ),urn:contentItem:5J1W-YXM1-F03R-N0GM-00000-00,2016-02-08,"February 8, 2016 Monday",145,8,U.S. Federal,2016-02-08,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,849 words,Nicole Kennedy,849,English,27
FedEx Co. ( FDX ) Shares Sold by Ariel Capital Advisors LLC,urn:contentItem:5J27-8MM1-JCMN-Y541-00000-00,2016-02-09,"February 9, 2016 Tuesday",144,9,U.S. Federal; Ohio,2016-02-09,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,907 words,Nicole Kennedy,907,English,27
FedEx Co. ( FDX ) Shares Bought by Cobiz Investment Management LLC,urn:contentItem:5J29-YPS1-F03R-N12V-00000-00,2016-02-10,"February 10, 2016 Wednesday",144,10,U.S. Federal,2016-02-10,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,892 words,Hanz Christensen,892,English,27
FedEx (FDX ) Showing Resistance Near $135.57,urn:contentItem:5J45-1Y71-F146-H188-00000-00,2016-02-18,"February 18, 2016 Thursday",146,1,U.S. Federal,2016-02-18,Fresh Brewed Media,,News,Available,345147,FRBREW2016,250 words,,250,English,77
FedEx Co. ( FDX ) Shares Sold by Cwm LLC,urn:contentItem:5J3P-K6M1-JCMN-Y4JH-00000-00,2016-02-15,"February 15, 2016 Monday",146,2,U.S. Federal,2016-02-15,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,892 words,Micah Haroldson,892,English,77
FedEx (FDX ) Showing Bearish Technicals With Support At $120.52,urn:contentItem:5J2W-6TN1-JDN4-T55G-00000-00,2016-02-12,"February 12, 2016 Friday",146,3,U.S. Federal,2016-02-12,Fresh Brewed Media,,News,Available,345147,FRBREW2016,264 words,,264,English,77
FedEx Co. ( FDX ) Given 'BBB+' Credit Rating by Morningstar,urn:contentItem:5J3P-K6M1-JCMN-Y0FD-00000-00,2016-02-12,"February 12, 2016 Friday",145,4,U.S. Federal,2016-02-12,Watchlist News,Kyle Jackson,News,Available,484299,AMCN-135127,729 words,Kyle Jackson,729,English,77
"Cullinan Associates Buys 4,930 Shares of FedEx Co. ( FDX )",urn:contentItem:5J3S-C6B1-F03R-N2CG-00000-00,2016-02-17,"February 17, 2016 Wednesday",144,5,U.S. Federal,2016-02-17,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,916 words,Nicole Kennedy,916,English,77
"Dillon Associates Inc. Has $885,000 Stake in FedEx Co. ( FDX )",urn:contentItem:5J3R-DVM1-F03R-N4WD-00000-00,2016-02-16,"February 16, 2016 Tuesday",144,6,U.S. Federal,2016-02-16,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,871 words,Micah Haroldson,871,English,77
"DUPONT CAPITAL MANAGEMENT Corp Has $9,775,000 Position in FedEx Co. ( FDX )",urn:contentItem:5J41-R851-F03R-N42B-00000-00,2016-02-18,"February 18, 2016 Thursday",144,7,U.S. Federal,2016-02-18,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,886 words,Hanz Christensen,886,English,77
"First Interstate Bank Acquires 23,855 Shares of FedEx Co. ( FDX )",urn:contentItem:5J3P-K6M1-JCMN-Y3C2-00000-00,2016-02-15,"February 15, 2016 Monday",144,8,U.S. Federal; Alabama; California; Ohio,2016-02-15,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,915 words,Mark Dietrich,915,English,77
FedEx Co. ( FDX ) Position Maintained by Farmers Merchants Investments Inc.,urn:contentItem:5J3P-K6M1-JCMN-Y0HM-00000-00,2016-02-12,"February 12, 2016 Friday",144,9,U.S. Federal,2016-02-12,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,857 words,Micah Haroldson,857,English,77
"Creative Planning Sells 1,117 Shares of FedEx Co. ( FDX )",urn:contentItem:5J3P-K6M1-JCMN-Y33C-00000-00,2016-02-14,"February 14, 2016 Sunday",144,10,U.S. Federal,2016-02-14,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,907 words,Micah Haroldson,907,English,77
FedEx (FDX ) Showing Bearish Technicals,urn:contentItem:5J56-WVT1-JDN4-T461-00000-00,2016-02-23,"February 23, 2016 Tuesday",147,1,U.S. Federal,2016-02-23,Fresh Brewed Media,,News,Available,345147,FRBREW2016,247 words,,247,English,104
FedEx (FDX ) Showing Bearish Technicals With Support At $130.38,urn:contentItem:5J5M-V7M1-F146-H4MH-00000-00,2016-02-25,"February 25, 2016 Thursday",146,2,U.S. Federal,2016-02-25,Fresh Brewed Media,,News,Available,345147,FRBREW2016,246 words,,246,English,104
FedEx (FDX ) Trading Near $135.26 Resistance Level,urn:contentItem:5J4C-1481-JDN4-T2PV-00000-00,2016-02-19,"February 19, 2016 Friday",146,3,U.S. Federal,2016-02-19,Fresh Brewed Media,,News,Available,345147,FRBREW2016,258 words,,258,English,104
FedEx Co. ( FDX ) Shares Bought by Fulton Bank,urn:contentItem:5J52-6HB1-F03R-N2J5-00000-00,2016-02-23,"February 23, 2016 Tuesday",145,4,U.S. Federal,2016-02-23,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,881 words,Nicole Kennedy,881,English,104
FedEx (FDX ) Showing Resistance Near $136.16,urn:contentItem:5J5D-W1K1-JDN4-T135-00000-00,2016-02-24,"February 24, 2016 Wednesday",145,5,U.S. Federal,2016-02-24,Fresh Brewed Media,,News,Available,345147,FRBREW2016,234 words,,234,English,104
MUFG Americas Sells 768 Shares of FedEx Co. ( FDX ),urn:contentItem:5J58-5841-F03R-N4N2-00000-00,2016-02-24,"February 24, 2016 Wednesday",145,6,U.S. Federal,2016-02-24,Watchlist News,Kyle Jackson,News,Available,484299,AMCN-135127,827 words,Kyle Jackson,827,English,104
Outfitter Advisors Raises Stake in FedEx Co. ( FDX ),urn:contentItem:5J50-WYK1-F03R-N32X-00000-00,2016-02-23,"February 23, 2016 Tuesday",145,7,U.S. Federal,2016-02-23,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,1072 words,Micah Haroldson,1072,English,104
Packer Co Ltd Takes Position in FedEx Co. ( FDX ),urn:contentItem:5J53-H8D1-F03R-N12K-00000-00,2016-02-23,"February 23, 2016 Tuesday",145,8,U.S. Federal,2016-02-23,Watchlist News,Kyle Jackson,News,Available,484299,AMCN-135127,1043 words,Kyle Jackson,1043,English,104
FedEx Co. ( FDX ) Position Reduced by Regent Investment Management,urn:contentItem:5J56-VVS1-JCMN-Y1DR-00000-00,2016-02-24,"February 24, 2016 Wednesday",145,9,U.S. Federal,2016-02-24,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,1047 words,Micah Haroldson,1047,English,104
CIBC Asset Management Inc Reduces Position in FedEx Co. ( FDX ),urn:contentItem:5J4M-B901-F03R-N12X-00000-00,2016-02-21,"February 21, 2016 Sunday",144,10,U.S. Federal,2016-02-21,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,955 words,Mark Dietrich,955,English,104
FedEx (FDX ) Trading Near $134.98 Support Level,urn:contentItem:5J6G-PYP1-F146-H421-00000-00,2016-02-29,"February 29, 2016 Monday",145,1,U.S. Federal,2016-02-29,Fresh Brewed Media,,News,Available,345147,FRBREW2016,224 words,,224,English,45
Morgan Stanley Reaffirms Equal Weight Rating for FedEx Co. ( FDX ),urn:contentItem:5J5V-RX81-JCMN-Y2G5-00000-00,2016-02-26,"February 26, 2016 Friday",145,2,U.S. Federal,2016-02-26,Watchlist News,Kyle Jackson,News,Available,484299,AMCN-135127,1010 words,Kyle Jackson,1010,English,45
Potential FedEx (FDX ) Trade Has 6.91% Downside Protection,urn:contentItem:5J5V-TD81-F146-H1HG-00000-00,2016-02-26,"February 26, 2016 Friday",144,3,U.S. Federal,2016-02-26,Fresh Brewed Media,,News,Available,345147,FRBREW2016,225 words,,225,English,45
Prentiss Smith Co. Inc. Takes Position in FedEx Co. ( FDX ),urn:contentItem:5J6P-NCJ1-JCMN-Y3GV-00000-00,2016-03-02,"March 2, 2016 Wednesday",144,4,U.S. Federal,2016-03-02,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,982 words,Hanz Christensen,982,English,45
"Neville Rodie Shaw Inc. Has $4,607,000 Position in FedEx Co. ( FDX )",urn:contentItem:5J6J-0Y01-F03R-N3B8-00000-00,2016-03-01,"March 1, 2016 Tuesday",144,5,U.S. Federal,2016-03-01,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,1001 words,Lindsey Winhoffer,1001,English,45
Seaward Management Limited Partnership Acquires 78 Shares of FedEx Co. ( FDX ),urn:contentItem:5J5R-FS61-JCMN-Y0MW-00000-00,2016-02-26,"February 26, 2016 Friday",143,6,U.S. Federal,2016-02-26,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1048 words,Hanz Christensen,1048,English,45
UBS AG ( UBS ) Lowered to Neutral at Macquarie,urn:contentItem:5J6C-CP81-JCMN-Y425-00000-00,2016-02-29,"February 29, 2016 Monday",128,7,U.S. Federal; International,2016-02-29,Ticker Report,Stephan Byrd,News,Available,484293,AMCN-126392,717 words,Stephan Byrd,717,English,45
Lloyds Banking Group PLC (LYG) Given Buy Rating at Nomura,urn:contentItem:5J6B-05C1-F03R-N52W-00000-00,2016-02-29,"February 29, 2016 Monday",128,8,U.S. Federal,2016-02-29,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,770 words,Micah Haroldson,770,English,45
Beaufort Securities Reaffirms Buy Rating for Lloyds Banking Group PLC (LYG),urn:contentItem:5J74-M251-F03R-N47C-00000-00,2016-03-03,"March 3, 2016 Thursday",128,9,U.S. Federal,2016-03-03,Watchlist News,Kyle Jackson,News,Available,484299,AMCN-135127,750 words,Kyle Jackson,750,English,45
Ecolab Inc. (ECL) Price Target Cut to $120.00,urn:contentItem:5J5R-FS71-JCMN-Y0YP-00000-00,2016-02-26,"February 26, 2016 Friday",127,10,U.S. Federal; Kentucky,2016-02-26,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,843 words,Micah Haroldson,843,English,45
