Date,High,Low,Open,Volume,Adj Close,P,R1,R2,R3,S1,S2,S3,OBV,MACD,MACDS,MACDH,SMA,SEMA,LMA,LEMA,RSI,SR_K,SR_D,SR_RSI_K,SR_RSI_D,ATR,HL_PCT,PCT_CHG,Engulfing_Indication,Support_Resistance_Indication,MA_Indication,MADC_Indication,SR_Indication,RSI_Divagence_Convergence,EMA_7,EMA_30,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2021-01-04,273.75,263.85,271.81,2800057.0,267.64,268.41333333333336,272.19513333333333,274.53153333333336,278.31333333333333,264.6315333333334,262.29513333333335,258.5133333333334,,0.0,0.0,0.0,,,,,,,,,,9.899999999999977,3.6989986549095715,-1.5341598911004068,2.0,1.0,1.0,1.0,1.0,1.0,267.64,267.64,-656174.9737373894,2800057.0,-0.23434343434343996,0.0,0.0,0.0,0.0,268.41333333333336,50.0,1000.0,267.64,267.64,267.64,0.0,0.0,0.0,0.0,268.41333333333336,278.31333333333333,258.5133333333334,7.376682728130726,0.46094276094275904,0.0,0.0,263.85,273.75,268.8,3.6989986549095715,0.38282828282828,0.0,0.0,0.0,0.0,0.0,267.64,267.64,267.64,267.64,0.0,0.0,0.0,-27.985777711329323,1.0,107.02892024539875,-285.6626596497449,-285.6626596497449,0.0,268.8,268.8,268.8,268.8,0.0,0.0,0.0,0.0,0.0,372.8312998466257,370.811855398773,0.0,0.0,0.0,263.85,306.9614,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,38.28282828282801,38.28282828282801,-61.71717171717199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.64,0.0,0.0,0.0
2021-01-05,274.76,267.45,267.65,1829442.0,274.28,272.16333333333336,274.95575333333335,276.68091333333336,279.47333333333336,269.37091333333336,267.64575333333335,264.85333333333335,1829442.0,0.5296866096866211,0.10593732193732422,0.4237492877492969,,,,,,,,,,9.714999999999979,2.665159690826893,2.4771156360919098,0.0,1.0,1.0,0.0,1.0,1.0,269.29999999999995,268.0683870967742,933011.9893268972,4629499.0,0.20153627624218023,12147494.879999975,921.0212731532265,921.0212731532265,45387.44163802106,269.8952231663369,100.0,1024.809445523838,270.96,277.59999999999997,264.32,4.9010924121641475,0.75,0.0,0.0,270.28833333333336,278.8933333333333,261.68333333333334,6.3672744538239945,0.7319387952740646,0.0,0.0,263.85,274.76,269.305,4.026424564511355,0.9560036663611348,0.0,0.0,0.5296866096866211,0.10593732193732422,0.4237492877492969,270.96,270.96,268.66153846153844,268.1318518518518,0.09235672329295609,0.053331563404732,0.03902515988822409,0.004845594828884802,1.9576987464782984,103.70892024539876,-276.80150298421347,-281.2320813169792,4.4305783327657196,269.305,269.305,269.305,269.305,0.0,0.0,0.0,0.0,66.66666666666667,372.8312998466257,370.811855398773,4.0,0.0,4.0,263.85,306.9614,0.0,0.0,100.0,0.0,0.0,0.0,100.0,39.68622893666468,95.60036663611348,66.94159745947074,-4.399633363886522,0.0,0.0,0.19754706724633503,0.039509413449267006,0.15803765379706802,-2.838102925437616,-0.5676205850875232,-2.270482340350093,269.70501553427493,2.4809445523837903,2.4506688501547025,2.4809445523837903
2021-01-06,292.84,274.65,275.0,2778280.0,290.36,285.95,292.89858,297.19142,304.14,279.00142,274.70858,267.76,4607722.0,2.221381969302172,0.5290262514102938,1.692355717891878,,,,,,,,,,10.346785714285694,6.264637002341919,5.58545454545455,0.0,1.0,1.0,0.0,1.0,1.0,274.56499999999994,269.5065556711759,2953718.113570999,7407779.0,0.39873194294416703,16794244.52571428,8275.681356810679,4598.351314981953,208267.49997257022,275.91655093292246,100.0,1024.809445523838,277.4266666666667,296.5037547277123,258.34957860562105,13.752887053188081,0.8389755630405276,0.0,0.0,275.50888888888886,287.3088888888889,263.7088888888889,8.565966816960925,1.129284369114879,1.0,0.0,263.85,292.84,278.345,10.449608304897373,0.9144532597447408,0.0,0.0,2.221381969302172,0.5290262514102938,1.692355717891878,277.4266666666667,277.4266666666667,271.99976331360944,269.77838134430726,0.2655665136196136,0.04689480309371162,0.21867171052590195,0.024453014310164715,3.0647697907229925,97.24225357873206,-259.54182032243517,-274.00199431879787,14.460173996362698,278.345,278.345,278.345,278.345,0.0,0.0,0.0,0.0,100.00000000000054,372.8312998466257,370.811855398773,8.0,0.0,8.0,263.85,306.9614,1.0,0.0,100.0,0.0,0.0,0.0,100.0,64.04808498741973,91.44532597447407,75.10950696447185,-8.554674025525925,0.0,0.0,0.8234099256704753,0.19628951589350868,0.6271204097769667,-2.251853920200422,-0.904467252110103,-1.3473866680903193,274.01235332290753,5.862622137961226,5.697205000047667,8.489015094903607
2021-01-07,300.555,293.49,293.76,2227343.0,299.73,297.925,300.62383,302.29117,304.99,295.22617,293.55883,290.86,6835065.0,4.268933809806697,1.2770077630895744,2.9919260467171225,,,,,,,,,,10.335943877551001,2.357121409268341,2.032271241830075,0.0,1.0,1.0,0.0,1.0,1.0,280.85624999999993,271.45645530529356,4660874.850301366,9635122.0,0.48373802120008097,17376524.437755097,4211.544315356917,4469.415648440274,280144.4937389294,281.00422548135185,100.0,1057.8803385688798,283.0025,308.4196295586264,257.5853704413736,17.962477051352135,0.8290595808904553,0.0,0.0,281.1129166666667,291.72916666666663,270.49666666666667,7.553014728660325,1.3768201263785897,1.0,0.0,263.85,300.555,282.2025,12.969850089663511,0.9775234981610138,0.0,0.0,4.268933809806697,1.2770077630895744,2.9919260467171225,283.0025,283.0025,276.26595357305416,271.99701976324747,0.4234976837224537,0.04806516593650911,0.3754325177859446,0.05988283661200811,4.085488002018071,91.66642024539874,-244.6597923984715,-266.66644383871625,22.006651440244752,282.2025,282.2025,282.2025,282.2025,0.0,0.0,0.0,0.0,103.54260492449022,372.8312998466257,370.811855398773,12.0,0.0,12.0,265.00960000000003,306.9614,0.0,0.0,100.0,0.0,0.0,0.0,100.0,70.22734689437627,97.75234981610137,94.93268080889631,-2.2476501838986214,0.0,0.0,1.5694781558718829,0.47092724388918356,1.0985509119826993,-3.425528104388436,-1.4086794225657697,-2.0168486818226663,278.4249389830558,3.2270285163245704,3.1760536996396915,11.989986549095821
2021-01-08,300.48,290.385,297.55,1780991.0,293.91,294.925,298.78129,301.16371000000004,305.02000000000004,291.06871,288.68629,284.83,5054074.0,5.3602187696343435,2.0936499643985282,3.2665688052358153,,,,,,,,,,10.318733600583075,3.4347249157905573,-1.2233238111241762,2.0,1.0,1.0,0.0,1.0,1.0,284.11968749999994,272.90507109204884,4123666.5694692796,7854131.0,0.361214589367614,13413397.000932943,-901.2426227869807,3126.7510806334603,245562.1442243663,283.1759606534495,78.83042119366296,1037.338972771426,285.184,309.5349231036526,260.83307689634745,17.07734171878687,0.6791718523946043,0.0,0.0,283.87533333333334,294.38733333333334,273.36333333333334,7.406067921834232,0.9772957889396252,0.0,0.0,263.85,300.555,282.2025,12.870637903949724,0.8189619942787091,0.0,0.0,5.3602187696343435,2.0936499643985282,3.2665688052358153,285.184,285.184,278.98042225412274,273.6202034844884,0.4407916673896742,0.10975995995554766,0.3310317074341265,0.09998005889915404,5.098338618643707,89.48492024539871,-238.8373185232134,-261.1006187756157,22.263300252402303,282.2025,282.2025,282.2025,282.2025,0.0,0.0,0.0,0.0,67.77107202145841,372.8312998466257,370.811855398773,12.0,0.0,12.0,267.14232400000003,306.9614,0.0,0.0,82.73097876039978,0.0,0.0,0.0,98.1545137237159,63.869068854798535,81.8961994278709,90.36462507281544,-18.103800572129096,0.0,0.0,1.958999628453319,0.7685417208020107,1.1904579076513084,-5.7473481383847265,-2.2764131657295614,-3.470934972655165,281.24641085726,-1.9417475728155331,-1.960847138837618,9.815423703482296
2021-01-11,295.18,289.0014,289.48,1304027.0,294.92,293.0338,295.3940252,296.8521748,299.2124,290.6735748,289.21542519999997,286.85519999999997,6358101.0,6.234698794916596,2.921859730502142,3.3128390644144545,,,,,,,,,,10.023009771969999,2.0950088159500937,1.8792317258532532,0.0,1.0,1.0,0.0,1.0,1.0,286.81976562499995,274.32538908611025,5317944.752585201,9158158.0,0.41807281622570197,11685349.89651395,-1583.3756110878148,2184.7257422892053,250043.33666422882,284.18655398572133,68.31011833171738,1040.903711509472,286.8066666666667,310.19043216516775,263.4229011681656,16.306291461263854,0.6734821821971619,0.0,0.0,285.40174444444443,295.19151111111114,275.6119777777778,6.860341155743938,0.986132912031724,0.0,0.0,263.85,300.555,282.2025,12.797819669463745,0.846478681378559,0.0,0.0,6.234698794916596,2.921859730502142,3.3128390644144545,286.8066666666667,286.8066666666667,281.4326649842577,275.1979661893411,0.45348813765197327,0.17595633935120267,0.27753179830077057,0.14194886114710126,6.043201734403073,87.86225357873207,-234.50638371921667,-256.6682462662159,22.161862546999203,282.2025,282.2025,282.2025,282.2025,0.0,0.0,0.0,0.0,50.49856382153599,372.8312998466257,370.811855398773,12.0,0.0,12.0,269.14708456000005,306.9614,0.0,0.0,83.27089152285102,0.0,0.0,0.0,96.71243983878499,67.03814031806641,84.6478681378559,88.09880579394273,-15.352131862144104,3.1798566666666943,0.0,2.2655322934425364,1.067939835330116,1.1975924581124204,-9.224342562198116,-3.6659990450232725,-5.558343517174843,283.64070502411147,0.3436426116838476,0.34305350967889225,10.192796293528627
2021-01-12,303.56,293.905,296.12,1952318.0,302.09,299.85166666666663,303.53987666666666,305.81845666666663,309.50666666666666,296.1634566666666,293.8848766666666,290.1966666666666,8310419.0,7.420747831306755,3.8216373506630648,3.5991104806436907,,,,,,,,,,9.99672335968643,3.196067397133315,2.0160745643657876,0.0,1.0,1.0,0.0,1.0,1.0,290.63732421874994,276.1166543063612,6675771.305666496,11110476.0,0.4549865677357193,12015745.634154804,3284.6380046693257,2368.044452685892,297507.46273231495,286.27095466753195,73.68933405452091,1040.903711509472,288.99,313.13731455048367,264.84268544951635,16.711522578970662,0.7712516949371826,0.0,0.0,287.46601904761906,297.23653333333334,277.6955047619048,6.797682952638509,1.248373142126357,1.0,0.0,263.85,303.56,283.70500000000004,13.740959894806041,0.9629816167212282,0.0,0.0,7.420747831306755,3.8216373506630648,3.5991104806436907,288.99,288.99,284.61071652514113,277.1899686938344,0.5123969019967908,0.1735036324765275,0.3388932695202633,0.18821151603892544,7.001771309594056,85.67892024539873,-228.6790166349565,-252.66978489032167,23.990768255365168,283.70500000000004,283.70500000000004,283.70500000000004,283.70500000000004,0.0,0.0,0.0,0.0,80.5651636605125,372.8312998466257,370.811855398773,24.0,0.0,24.0,271.03155948640006,306.9614,0.0,0.0,86.49813718719574,0.0,0.0,0.0,95.6079398588662,69.42008746258368,96.29816167212283,87.61407641261655,-3.7018383278771796,6.700611428571449,0.0,2.677134337246966,1.389778735713486,1.28735560153348,-9.789178564302874,-4.890634948879193,-4.898543615423681,286.3403156005267,2.431167774311671,2.4020853101326622,12.871768046629795
2021-01-13,304.0,300.61,301.63,1203758.0,301.22,301.9433333333333,303.23831333333334,304.0383533333333,305.3333333333333,300.6483533333333,299.84831333333335,298.55333333333334,7106661.0,8.19601989307904,4.69651385914626,3.4995060339327795,,,,,,,,,,9.524814548280256,1.1254232786667504,-0.13592812386034817,2.0,1.0,1.0,0.0,1.0,1.0,293.2829931640625,277.73622499627345,5905224.149324325,9906718.0,0.3719541324786917,10149600.620704127,1006.0805411054396,2173.47817960297,294040.7161998249,287.45925742166355,76.19787754549907,1037.9059749772691,290.51875,314.5113393506725,266.52616064932755,16.517067728449515,0.7230115691889688,0.0,0.0,289.27568333333335,298.2486333333333,280.3027333333333,6.203736101565396,1.165573566478511,1.0,0.0,263.85,304.0,283.925,13.820106275412508,0.9307596513075972,0.0,0.0,8.19601989307904,4.69651385914626,3.4995060339327795,290.51875,290.51875,287.16599090588863,278.9699710128096,0.5598308120827004,0.18690765577094592,0.37292315631175443,0.2342220503958917,7.865497690016041,84.15017024539873,-224.59874758301942,-249.16090522690888,24.562157643889464,283.925,283.925,283.925,283.925,0.0,0.0,0.0,0.0,81.79197691062589,372.8312998466257,370.811855398773,28.000000000000004,0.0,28.000000000000004,273.6338347274881,306.9614,0.0,0.0,84.3712784821361,0.0,0.0,0.0,94.45266628466085,72.91041886147853,93.07596513075971,91.34066498024616,-6.924034869240285,8.462490000000003,0.0,2.937957753418091,1.699414539254407,1.2385432141636838,-12.890417384009472,-6.49059143590525,-6.399825948104223,288.9492429092622,-0.28799364427817276,-0.2884091439073977,12.546704528471086
2021-01-14,306.35,301.95,302.9,1370805.0,302.85,303.7166666666667,305.39746666666673,306.4358666666667,308.11666666666673,302.03586666666666,300.9974666666667,299.31666666666666,8477466.0,8.840053333007972,5.525221753918603,3.314831579089369,,,,,,,,,,9.210899223403095,1.4528644543503495,-0.016507098052147416,2.0,1.0,1.0,0.0,1.0,1.0,295.67474487304685,279.35646854490096,5095203.012960706,11277523.0,0.2954251063392748,9018859.410603538,592.2067690152908,1975.8192532795103,301458.5906769512,288.7514074039762,78.54140842887794,1037.9059749772691,291.8888888888889,315.80032630921505,267.9774514685628,16.38393123585346,0.72920226246611,0.0,0.0,290.88023703703703,299.3450814814815,282.4153925925926,5.820157828987636,1.2070279342710688,1.0,0.0,263.85,306.35,285.1,14.560334982870193,0.9176470588235294,0.0,0.0,8.840053333007972,5.525221753918603,3.314831579089369,291.8888888888889,291.8888888888889,289.57891538190574,280.7388620488978,0.575647434110202,0.19292512977074686,0.3827223043394552,0.2786587946863316,8.6838500488295,82.78003135650982,-220.94181524928996,-246.0254507849512,25.083635535661244,285.1,285.1,285.1,285.1,0.0,0.0,0.0,0.0,83.5088081143753,372.8312998466257,370.811855398773,32.0,0.0,32.0,276.67045125473925,306.9614,0.0,0.0,85.1099981651873,0.0,0.0,0.0,93.52921277225204,68.76595202128193,91.76470588235294,93.71294422841181,-8.235294117647058,8.166228888888838,0.0,3.1488527339931487,1.9893021782021556,1.159550555790993,-14.778414096566623,-8.148155968037525,-6.630258128529098,291.34922392601203,0.5411327269105648,0.5396738643254295,13.155731579733976
2021-01-15,301.13,293.01,300.16,1766313.0,295.4,296.5133333333333,299.6151733333333,301.53149333333334,304.6333333333333,293.41149333333334,291.4951733333333,288.3933333333333,6711153.0,8.649594594114603,6.150096321957804,2.4994982721567993,,,,,,,,,,9.255834993160018,2.748815165876779,-1.5858208955224038,2.0,1.0,1.0,0.0,1.0,1.0,295.6060586547851,280.39153509039124,4368665.399660206,9511210.0,0.22976850875602386,5850589.230517307,-3254.7798719706034,1394.6415726961645,258007.93243029423,289.47247981947476,69.88555307835693,1037.9059749772691,292.24,315.0219928891219,269.4580071108781,15.591289959705659,0.5693530196278137,0.0,0.0,291.4435466666667,299.8739066666667,283.0131866666667,5.785243898120743,0.7346550641570041,0.0,0.0,263.85,306.35,285.1,14.542841500136875,0.7423529411764695,9.025360000000006,0.0,8.649594594114603,6.150096321957804,2.4994982721567993,292.24,292.24,290.47446686161254,281.82487226749794,0.5503071250248485,0.25277482317003264,0.29753230185481583,0.31404272543410566,9.54463298840959,82.42892024539873,-220.00469158586696,-238.73012100007588,18.725429414208918,286.9,285.1,286.0,285.1,0.0,0.0,0.0,0.0,35.35122231587612,372.8312998466257,370.811855398773,32.0,0.0,32.0,280.23199710417055,306.9614,0.0,0.0,69.04616660198428,0.0,0.0,0.0,90.40142820047868,59.070128938598955,74.23529411764696,86.35865504358655,-25.76470588235305,7.82432,0.0,3.069138122736279,2.2052693671089805,0.8638687556272986,-14.654501168538992,-9.449425008137819,-5.205076160401173,292.01230833826844,-2.4599636783886547,-2.4907263329676965,10.37214168285756
